frame_index,timestamp_seconds,label,dataset_name,group_id,source_video,backend,ear_left,ear_right,ear_avg,mar,pitch,yaw,roll
0,0.0,1,auto,02,10.MOV,mediapipe_tasks,0.30331709859708017,0.31850715823283515,0.31091212841495763,0.005780920240071178,-172.2287601585777,-6.980188978316342,-2.293107962788682
5,0.16683954976826307,1,auto,02,10.MOV,mediapipe_tasks,0.2993234850870865,0.31723293271828396,0.3082782089026852,0.005645625217007995,-175.26224122766155,-6.425538422481384,-1.4885325366701818
10,0.33367909953652614,1,auto,02,10.MOV,mediapipe_tasks,0.26506084552561193,0.2925752974439981,0.278818071484805,0.014853562432716358,-176.52199887913724,-5.85029758969168,-1.0210704162129616
15,0.5005186493047892,1,auto,02,10.MOV,mediapipe_tasks,0.26191350249333206,0.28857237634252253,0.2752429394179273,0.010321019746986787,-178.0993405020877,-7.052989474255428,-0.5495145868774961
20,0.6673581990730523,1,auto,02,10.MOV,mediapipe_tasks,0.26226727853688886,0.2938591294114824,0.2780632039741856,0.012719251689053857,179.8311536518323,-8.144969338195654,0.4881930116807539
25,0.8341977488413154,1,auto,02,10.MOV,mediapipe_tasks,0.15291909979172466,0.17463894034532135,0.16377902006852302,0.011491808057625235,179.4368540158818,-7.5728988487660684,0.32463829077223727
30,1.0010372986095784,1,auto,02,10.MOV,mediapipe_tasks,0.2321503704177736,0.24565484745718114,0.23890260893747736,0.015665501404221252,-178.54703225173444,-8.098563890045144,0.07725282362602298
35,1.1678768483778414,1,auto,02,10.MOV,mediapipe_tasks,0.2514005865222807,0.29053244157271196,0.27096651404749633,0.012217439728603879,-179.59305124599348,-9.993057852888656,-0.9320054132261283
40,1.3347163981461045,1,auto,02,10.MOV,mediapipe_tasks,0.2728363361205868,0.30736487623785663,0.29010060617922173,0.014690007959060137,177.5677533424792,-5.237996363380975,-0.5956539141576187
45,1.5015559479143676,1,auto,02,10.MOV,mediapipe_tasks,0.2987257477918616,0.3263931130273661,0.31255943040961387,0.010228099214017407,176.13838178328552,-0.02765776862322034,-0.4810926410046319
50,1.6683954976826307,1,auto,02,10.MOV,mediapipe_tasks,0.2735157208387873,0.29332891002106215,0.2834223154299247,0.013678365994536236,174.51897201101482,4.9602923358395365,0.4238826582552773
55,1.8352350474508938,1,auto,02,10.MOV,mediapipe_tasks,0.3022992647120304,0.30088239347026935,0.30159082909114987,0.014697933288871605,174.17861911646054,11.176227178824913,0.4556268701413173
60,2.0020745972191567,1,auto,02,10.MOV,mediapipe_tasks,0.3695999812740964,0.3388128466512878,0.3542064139626921,0.021024607993646714,174.01965822139226,16.663019372512263,0.1766647173152395
65,2.16891414698742,1,auto,02,10.MOV,mediapipe_tasks,0.3650316012169249,0.3316069428298946,0.34831927202340973,0.016916822349422777,174.012319110837,16.314829056061267,-0.18153008206226087
70,2.335753696755683,1,auto,02,10.MOV,mediapipe_tasks,0.3536426257822887,0.32262920982196824,0.3381359178021285,0.01643384623077251,174.83868431772092,17.0757765331151,0.2825764850669273
75,2.502593246523946,1,auto,02,10.MOV,mediapipe_tasks,0.3632658237575332,0.3451524117860271,0.35420911777178016,0.015889091074540538,174.776753969452,15.091841991465614,0.10052935500754684
80,2.669432796292209,1,auto,02,10.MOV,mediapipe_tasks,0.1837259872961433,0.16282858483102777,0.17327728606358556,0.01570548375574228,174.95970857886488,10.9230335446074,0.7481545818078494
85,2.8362723460604724,1,auto,02,10.MOV,mediapipe_tasks,0.2886100595947542,0.2865519204954945,0.2875809900451244,0.014717549907325966,178.10566679116937,7.242333545654885,0.5108285497341292
90,3.0031118958287353,1,auto,02,10.MOV,mediapipe_tasks,0.29503758057226837,0.2969491160038694,0.2959933482880689,0.01921371892519713,178.64482888794,2.99911436500013,0.004437776389055474
95,3.1699514455969986,1,auto,02,10.MOV,mediapipe_tasks,0.2976499764549003,0.3117901010621313,0.30472003875851583,0.015522926313937183,178.51470499318827,1.0844076305005683,-0.19006764677869661
100,3.3367909953652615,1,auto,02,10.MOV,mediapipe_tasks,0.22247568300778778,0.24294816194944924,0.2327119224786185,0.011745940782557108,179.70336372933642,1.4741096563829206,0.3596696077329835
105,3.503630545133525,1,auto,02,10.MOV,mediapipe_tasks,0.03376975407638773,0.11050428616469865,0.07213702012054318,0.0097681916857296,-178.4729514820142,-4.093065301546455,-0.49416356116616394
110,3.6704700949017877,1,auto,02,10.MOV,mediapipe_tasks,0.10048885433473265,0.139074510908373,0.11978168262155282,0.006598549928545178,-172.50666280354983,-11.933222831245503,-1.1040091651491009
115,3.8373096446700505,1,auto,02,10.MOV,mediapipe_tasks,0.11003437766932107,0.15017258638230835,0.1301034820258147,0.004156613799008397,-169.4981345894461,-14.895856684875922,-2.679280233929961
120,4.004149194438313,1,auto,02,10.MOV,mediapipe_tasks,0.10967964548898922,0.1870733687886622,0.14837650713882572,0.0052865704625910835,-169.39961961846228,-13.36816333493488,-3.1454277517173557
125,4.170988744206577,1,auto,02,10.MOV,mediapipe_tasks,0.02946345478359305,0.010458709650071018,0.019961082216832036,0.006875468644713402,-172.7553302866253,-11.81504142111435,-2.309652877819105
130,4.33782829397484,1,auto,02,10.MOV,mediapipe_tasks,0.3152522607368621,0.3446961796183705,0.3299742201776163,0.006130412611029349,-173.27535889209196,-7.502169282035187,-1.1241146695777167
135,4.504667843743103,1,auto,02,10.MOV,mediapipe_tasks,0.31850879155065726,0.3359505847955618,0.3272296881731095,0.005491896031666793,-176.19792611282193,-3.138504812371383,-0.40060173502209767
140,4.671507393511366,1,auto,02,10.MOV,mediapipe_tasks,0.32605016790857655,0.3366030818119313,0.33132662486025394,0.007234911458284522,-175.172582952719,-3.6262154972890945,-0.8032379692873721
145,4.838346943279629,1,auto,02,10.MOV,mediapipe_tasks,0.3225380557141188,0.33664135600660355,0.3295897058603612,0.005037344399335054,-176.0786810928093,-3.776269379678425,-0.6751251054442298
150,5.005186493047892,1,auto,02,10.MOV,mediapipe_tasks,0.3183889187230242,0.33571610789970985,0.32705251331136703,0.008768288811002712,-176.44269512487656,-4.099592383983725,-0.8429471340841813
155,5.172026042816156,1,auto,02,10.MOV,mediapipe_tasks,0.31944630486368714,0.3359218125343152,0.3276840586990012,0.007547856067277047,-176.28390911076076,-5.632025738657774,-0.9484513995462291
160,5.338865592584418,1,auto,02,10.MOV,mediapipe_tasks,0.30646876687336705,0.33347006974536775,0.3199694183093674,0.0072128273090712285,-176.91020238149576,-6.0480457097401805,-0.9437030764622787
165,5.5057051423526815,1,auto,02,10.MOV,mediapipe_tasks,0.3050330451446713,0.3247109542881368,0.314871999716404,0.005389843838791871,-177.1546730585617,-5.412562212940526,-0.800537626251699
170,5.672544692120945,1,auto,02,10.MOV,mediapipe_tasks,0.31195955252926255,0.3386094412310851,0.3252844968801738,0.005159461096128588,-177.18537148059613,-5.618201620187271,-0.9381603718370655
175,5.839384241889207,1,auto,02,10.MOV,mediapipe_tasks,0.30893391699464934,0.33312612151216775,0.32103001925340857,0.0046612785431078985,-177.30481807575492,-5.302445905264116,-1.024088267985602
180,6.006223791657471,1,auto,02,10.MOV,mediapipe_tasks,0.30688339548114607,0.32650518982970056,0.3166942926554233,0.008660699704753892,-177.5533856386237,-6.771655392977328,-0.701905903730877
185,6.173063341425734,1,auto,02,10.MOV,mediapipe_tasks,0.3043000192765556,0.3279903226123456,0.3161451709444506,0.007496839520769887,-178.3801780936375,-8.197053271179897,-0.4229972255967435
190,6.339902891193997,1,auto,02,10.MOV,mediapipe_tasks,0.2954105455468501,0.3262297020909781,0.3108201238189141,0.005832426254750787,-177.3675860546667,-7.605150062500529,-0.680493132561146
195,6.50674244096226,1,auto,02,10.MOV,mediapipe_tasks,0.30402484377143013,0.3313730729212828,0.3176989583463565,0.007923393629849299,-177.818447591163,-8.361206517669492,-0.61505366827426
200,6.673581990730523,1,auto,02,10.MOV,mediapipe_tasks,0.2937361140650992,0.3232106001664071,0.3084733571157532,0.0066436817335461034,-177.0761725351778,-7.005299434983993,-0.3718859253553028
205,6.840421540498786,1,auto,02,10.MOV,mediapipe_tasks,0.2972271385564963,0.32772309125626486,0.3124751149063806,0.006184243704517727,-177.59070773551025,-6.902227050109613,-0.11494801453768742
210,7.00726109026705,1,auto,02,10.MOV,mediapipe_tasks,0.28786105840745274,0.3190302438960042,0.3034456511517285,0.0066566207237596505,-176.62592500668543,-8.020941772264948,-0.38794547759280806
215,7.174100640035312,1,auto,02,10.MOV,mediapipe_tasks,0.22405735945129238,0.2387661332053762,0.23141174632833428,0.005329487473736986,-177.04126876521073,-9.377834546871227,-0.052071786986441805
220,7.340940189803575,1,auto,02,10.MOV,mediapipe_tasks,0.1543447793320354,0.22624562846935697,0.19029520390069618,0.005595497300892303,-172.41516651118266,-15.102933191014204,-1.5123918283480036
225,7.507779739571839,1,auto,02,10.MOV,mediapipe_tasks,0.15823089940327523,0.2330760196696644,0.19565345953646981,0.00921688121466374,-168.46067455688055,-16.792412462029848,-3.2903647666285845
230,7.674619289340101,1,auto,02,10.MOV,mediapipe_tasks,0.14051947281357594,0.2137690700061675,0.1771442714098717,0.0046739376787707804,-167.76432362017934,-18.03710289512481,-3.531078934747307
235,7.841458839108364,1,auto,02,10.MOV,mediapipe_tasks,0.295664458474702,0.3206510321685298,0.3081577453216159,0.003911793859594652,-169.83426549131636,-11.252800034500847,-2.3176373845661096
240,8.008298388876627,1,auto,02,10.MOV,mediapipe_tasks,0.3002537087895226,0.31599838251683715,0.3081260456531799,0.0040296746723638005,-172.22425436497628,-7.5864337010596845,-1.5142625470685867
245,8.175137938644891,1,auto,02,10.MOV,mediapipe_tasks,0.3096853937638058,0.3279126591351496,0.3187990264494777,0.00563260950853824,-173.38414956559305,-7.3270119008400885,-0.8114660185067804
250,8.341977488413153,1,auto,02,10.MOV,mediapipe_tasks,0.2979914128720519,0.31537991425880485,0.30668566356542837,0.004904847765909908,-174.37603799330725,-6.827945126411403,-0.418998369805927
255,8.508817038181418,1,auto,02,10.MOV,mediapipe_tasks,0.31321964515902906,0.33076281977466016,0.3219912324668446,0.006018997311617883,-173.18308013591937,-7.440280434753987,-0.9886621498779291
260,8.67565658794968,1,auto,02,10.MOV,mediapipe_tasks,0.2896402192737218,0.3106513718913241,0.30014579558252297,0.006110482033102228,-173.7568631303523,-8.427149429607628,-1.302453371995793
265,8.842496137717943,1,auto,02,10.MOV,mediapipe_tasks,0.2774699854903671,0.29933178471607214,0.2884008851032196,0.006418069299677804,-175.07555387632956,-10.762172394707191,-1.0561943560939915
270,9.009335687486207,1,auto,02,10.MOV,mediapipe_tasks,0.2788329735046859,0.3094954140974569,0.2941641938010714,0.004092613023769528,-176.74653662302387,-10.405937966894038,-0.20539122806725568
275,9.17617523725447,1,auto,02,10.MOV,mediapipe_tasks,0.26632508414558276,0.30621586999998385,0.2862704770727833,0.0037265359216409185,-178.89048780698064,-8.98857826178652,0.032360960123573736
280,9.343014787022732,1,auto,02,10.MOV,mediapipe_tasks,0.2724391652139076,0.3044559446348061,0.2884475549243568,0.006993654215511543,-179.46694588875823,-7.802356723731916,0.04849011515259662
285,9.509854336790996,1,auto,02,10.MOV,mediapipe_tasks,0.2600637578515823,0.2956888512177262,0.2778763045346543,0.006594146378713895,-179.19436540345853,-8.021670804949073,0.5478299831333033
290,9.676693886559258,1,auto,02,10.MOV,mediapipe_tasks,0.2188974499283539,0.2589960368911917,0.2389467434097728,0.005979187089033008,-179.14489974758374,-6.837356922150899,0.5695871068373395
295,9.84353343632752,1,auto,02,10.MOV,mediapipe_tasks,0.26648452664455297,0.29404211902523214,0.2802633228348925,0.007959393727030768,-178.6274885917452,-4.203655987469416,0.39057472355964706
300,10.010372986095785,1,auto,02,10.MOV,mediapipe_tasks,0.26776743831800764,0.28917932090391535,0.2784733796109615,0.009079983340852209,-177.18054677665603,-3.2919513270527303,0.02340005115517906
305,10.177212535864047,1,auto,02,10.MOV,mediapipe_tasks,0.23974309957475254,0.2595197622607639,0.24963143091775822,0.008984362012861336,-177.67844726503108,-3.532429262450491,0.044253755045968735
