frame_index,timestamp_seconds,label,dataset_name,group_id,source_video,backend,ear_left,ear_right,ear_avg,mar,pitch,yaw,roll
0,0.0,0,auto,01,0.mov,mediapipe_tasks,0.24147595292875706,0.2660648342925137,0.25377039361063536,0.0031647345956277427,-168.43920808202708,-20.646638933941535,-4.073778814976831
5,0.16683976809025278,0,auto,01,0.mov,mediapipe_tasks,0.28210053638290733,0.2835322559214527,0.28281639615218,0.010149698029474033,-170.63186383467504,-12.661404819297148,-4.191046018970128
10,0.33367953618050555,0,auto,01,0.mov,mediapipe_tasks,0.2562369951929329,0.2701229143805339,0.2631799547867334,0.0062749493795868205,-169.11842472675426,-23.067197424004426,-5.115370327330987
15,0.5005193042707583,0,auto,01,0.mov,mediapipe_tasks,0.2627407589034108,0.29101371436291507,0.27687723663316294,0.006806968879408467,-168.5786431322516,-23.52051869668615,-5.705571265537699
20,0.6673590723610111,0,auto,01,0.mov,mediapipe_tasks,0.24777264110411246,0.2777158826710173,0.2627442618875649,0.00486456713681204,-168.77650749197807,-24.436060930295096,-6.027519656873579
25,0.8341988404512639,0,auto,01,0.mov,mediapipe_tasks,0.26582601692444163,0.28860075256223416,0.2772133847433379,0.004021480728069182,-170.24374012114137,-22.33452834761488,-6.13544108429427
30,1.0010386085415166,0,auto,01,0.mov,mediapipe_tasks,0.2512192246828675,0.28784257579962635,0.26953090024124693,0.0022750700495699377,-170.48798711718987,-22.938400714207702,-6.706624391966639
35,1.1678783766317695,0,auto,01,0.mov,mediapipe_tasks,0.2379919437554049,0.25006472266387375,0.24402833320963932,0.006582968936725,-170.6175169287824,-24.933294982968324,-6.543153128746185
40,1.3347181447220222,0,auto,01,0.mov,mediapipe_tasks,0.23726430345423105,0.23834647378447418,0.23780538861935263,0.0037946081001880155,-168.29254223101938,-26.304823227809784,-6.822773881187509
45,1.501557912812275,0,auto,01,0.mov,mediapipe_tasks,0.2786635607287048,0.30220252169968204,0.29043304121419344,0.007397442719018319,-167.4358116258006,-25.610210679142106,-6.72755215918694
50,1.6683976809025278,0,auto,01,0.mov,mediapipe_tasks,0.2956242259822426,0.3266751764929803,0.31114970123761143,0.0063687508546584936,-167.5091495099469,-25.629867825226608,-7.170702531330469
55,1.8352374489927805,0,auto,01,0.mov,mediapipe_tasks,0.2919876902507642,0.3191027970191967,0.3055452436349805,0.00570379827258182,-167.48651432217858,-25.542595943646933,-7.907862947086808
60,2.002077217083033,0,auto,01,0.mov,mediapipe_tasks,0.28964738495015935,0.31510993364263706,0.3023786592963982,0.005012343963415166,-167.2744086519015,-25.95399026075117,-7.791060626239409
65,2.168916985173286,0,auto,01,0.mov,mediapipe_tasks,0.2865944157943321,0.32056133089996336,0.3035778733471477,0.006640123745174591,-167.60996849688598,-26.14388480107053,-7.572623498157489
70,2.335756753263539,0,auto,01,0.mov,mediapipe_tasks,0.29483319039449357,0.3240304972633163,0.30943184382890493,0.004106294423058555,-167.4935497639799,-26.3800718600994,-7.348648633137417
75,2.5025965213537917,0,auto,01,0.mov,mediapipe_tasks,0.3125385297141785,0.3659659623836519,0.33925224604891524,0.003968413173995592,-168.3148435197079,-26.000181181807655,-7.216830560742707
80,2.6694362894440444,0,auto,01,0.mov,mediapipe_tasks,0.30011260420665736,0.3319655833487445,0.3160390937777009,0.005137703892533651,-168.30851249089477,-26.13873108031795,-6.539934005782615
85,2.836276057534297,0,auto,01,0.mov,mediapipe_tasks,0.3000024402602839,0.33401046570503456,0.3170064529826592,0.006337090865650571,-168.60292653496555,-26.753004471757823,-6.021891785297938
90,3.00311582562455,0,auto,01,0.mov,mediapipe_tasks,0.2149446506746269,0.25672698975979386,0.2358358202172104,0.009803711394649898,-169.92791263935553,-28.31915124801685,-4.88316823233393
95,3.169955593714803,0,auto,01,0.mov,mediapipe_tasks,0.31365068648865113,0.3535182325208683,0.3335844595047597,0.005480297984908474,-169.49432339272923,-26.16423233403103,-5.556623892902316
100,3.3367953618050556,0,auto,01,0.mov,mediapipe_tasks,0.2969130498371054,0.3483110501104319,0.3226120499737687,0.0068901984143055805,-169.13025688603915,-26.69503858188299,-5.185894680940394
105,3.5036351298953083,0,auto,01,0.mov,mediapipe_tasks,0.1966807084240368,0.23876822138586057,0.21772446490494868,0.007497776994906616,-170.77924437409206,-26.89927612830422,-5.416754834454295
110,3.670474897985561,0,auto,01,0.mov,mediapipe_tasks,0.29294823154676586,0.33215269111031553,0.3125504613285407,0.005266220096162192,-172.8045714811233,-25.686619409361104,-5.027468054209714
115,3.8373146660758137,0,auto,01,0.mov,mediapipe_tasks,0.2937163549740927,0.3310151803216982,0.3123657676478955,0.007115642622645109,-172.5178614026981,-23.9951155389348,-5.104270164563903
120,4.004154434166066,0,auto,01,0.mov,mediapipe_tasks,0.2911155669853363,0.31355666955830497,0.3023361182718206,0.0061573480037520525,-171.796229932876,-25.86270383924578,-5.661520740646591
125,4.17099420225632,0,auto,01,0.mov,mediapipe_tasks,0.2985933193320964,0.33102767684942025,0.31481049809075834,0.006231962623550316,-171.89616862354592,-26.045970777759464,-5.119493357293885
130,4.337833970346572,0,auto,01,0.mov,mediapipe_tasks,0.30090630478498803,0.33751309455401757,0.3192096996695028,0.006184576901670796,-172.08862454942877,-27.158046333489686,-4.828703617680408
135,4.504673738436825,0,auto,01,0.mov,mediapipe_tasks,0.30461171722966235,0.3424858819880002,0.32354879960883126,0.004969312068132905,-173.25434945745673,-26.334284466823302,-5.139558367610626
140,4.671513506527078,0,auto,01,0.mov,mediapipe_tasks,0.30208279883581673,0.33855753411211975,0.3203201664739682,0.005789698344792501,-173.14511727216066,-24.996934867746532,-4.981289399435433
145,4.83835327461733,0,auto,01,0.mov,mediapipe_tasks,0.31027932578617584,0.3617545628456959,0.3360169443159359,0.0047849932490335,-175.89812867615348,-23.742185588503805,-3.737151430861552
150,5.0051930427075835,0,auto,01,0.mov,mediapipe_tasks,0.29938386981017884,0.3449943175019182,0.32218909365604853,0.0059257088400862384,-176.14702960722312,-22.618355216987023,-3.8184169542416075
155,5.172032810797836,0,auto,01,0.mov,mediapipe_tasks,0.3120465865699443,0.35965236841424586,0.33584947749209504,0.006481430378332041,-175.14255927639073,-23.441924479143655,-4.304066375554362
