frame_index,timestamp_seconds,label,dataset_name,group_id,source_video,backend,ear_left,ear_right,ear_avg,mar,pitch,yaw,roll
0,0.0,1,auto,03,10.mov,mediapipe_tasks,0.22623331097766902,0.224929235219163,0.22558127309841602,0.004421974436409758,166.7527344184545,2.67358802130434,-0.34918149493586703
5,0.16669372294372292,1,auto,03,10.mov,mediapipe_tasks,0.21181037320951313,0.2132615172096072,0.21253594520956015,0.004866317855816407,169.74184181424204,4.095378902444986,0.17467405528525648
10,0.33338744588744584,1,auto,03,10.mov,mediapipe_tasks,0.21403149340539487,0.21414068250121487,0.21408608795330486,0.005290319282208321,171.79357172794565,3.4745539494673725,0.5039634069965105
15,0.5000811688311688,1,auto,03,10.mov,mediapipe_tasks,0.22507717317745468,0.2235881081100889,0.22433264064377179,0.0055740328875468525,172.81712917954803,4.344043636338725,0.2584915234155139
20,0.6667748917748917,1,auto,03,10.mov,mediapipe_tasks,0.22249904652179894,0.22326583667176042,0.22288244159677967,0.004029210713628347,173.70050347757612,4.864721559031221,0.5115997409130496
25,0.8334686147186147,1,auto,03,10.mov,mediapipe_tasks,0.238460800085947,0.23081328948561575,0.23463704478578137,0.004129744575039774,175.5106624298726,7.065212321127503,0.39103064379314323
30,1.0001623376623376,1,auto,03,10.mov,mediapipe_tasks,0.23538673104777694,0.22417929940802675,0.22978301522790184,0.004231890420808384,176.53043318947945,6.1121652004250615,1.1200724981791836
35,1.1668560606060605,1,auto,03,10.mov,mediapipe_tasks,0.2652681593316489,0.2430929311306326,0.25418054523114075,0.004310371097408293,175.97021039007797,6.0196317616386095,0.522626601192012
40,1.3335497835497834,1,auto,03,10.mov,mediapipe_tasks,0.26860241126519446,0.26323004227659613,0.2659162267708953,0.004078963242926005,177.22622588707443,6.106371934791173,0.40329927715233344
45,1.5002435064935065,1,auto,03,10.mov,mediapipe_tasks,0.26311431609831176,0.27075806468267993,0.2669361903904959,0.004314205770126335,176.93907223808247,7.771982286867479,0.24115545344354122
50,1.6669372294372293,1,auto,03,10.mov,mediapipe_tasks,0.27396259642208576,0.2712893619981543,0.27262597921012,0.003956847666071556,178.65230200784816,6.600333827290876,0.3559052312614152
55,1.8336309523809522,1,auto,03,10.mov,mediapipe_tasks,0.2729639104441017,0.2773086360786113,0.2751362732613565,0.00416543027377756,178.21194133753167,7.036765069497519,0.45226254694958395
60,2.0003246753246753,1,auto,03,10.mov,mediapipe_tasks,0.3027937186120286,0.3035974555998473,0.30319558710593797,0.004041060169328319,178.4366564985098,6.29253913530896,0.4195121258770843
65,2.167018398268398,1,auto,03,10.mov,mediapipe_tasks,0.29400819892729296,0.3003579016526889,0.2971830502899909,0.004987570288503624,177.13510104271109,6.959022807336178,0.3370474409888937
70,2.333712121212121,1,auto,03,10.mov,mediapipe_tasks,0.3022639354915773,0.30039183610276976,0.3013278857971735,0.003987760255798842,177.41309549607385,5.941195312539346,0.18749395229201016
