frame_index,timestamp_seconds,label,dataset_name,group_id,source_video,backend,ear_left,ear_right,ear_avg,mar,pitch,yaw,roll
0,0.0,0,auto,06,0.mp4,mediapipe_tasks,0.2533690675161355,0.25957726269655773,0.25647316510634666,0.003732951285693545,172.0597607317523,15.307751432477449,2.6130250573063827
5,0.20030333041511636,0,auto,06,0.mp4,mediapipe_tasks,0.2656060247599263,0.27293572173627284,0.26927087324809956,0.0045342311302825145,172.1707589557287,15.289939069943642,2.751310014919276
10,0.4006066608302327,0,auto,06,0.mp4,mediapipe_tasks,0.28080032323812176,0.28167882782612635,0.2812395755321241,0.004611813020300068,173.15262091919078,15.94922144341436,2.6193865090069144
15,0.600909991245349,0,auto,06,0.mp4,mediapipe_tasks,0.2749919729852948,0.2805161070548143,0.27775404002005455,0.004435098680192818,172.73446091210695,15.572098145842665,1.6236501322088266
20,0.8012133216604654,0,auto,06,0.mp4,mediapipe_tasks,0.28148012326203586,0.28862381292140576,0.28505196809172084,0.006510542192736332,174.0634692448337,14.443454320377619,-1.0733718401165209
25,1.0015166520755818,0,auto,06,0.mp4,mediapipe_tasks,0.2860143092378961,0.2929863083442784,0.28950030879108724,0.00538115449307819,173.53491559380237,14.9847046787454,-1.8066484649425751
30,1.201819982490698,0,auto,06,0.mp4,mediapipe_tasks,0.2682872055480988,0.2715310275393366,0.26990911654371774,0.004215809163952096,176.25542674342637,16.05924906794016,-0.22095608556239718
35,1.4021233129058146,0,auto,06,0.mp4,mediapipe_tasks,0.27787823687036983,0.2773309553173726,0.2776045960938712,0.006055001851494053,174.34504406235035,17.18161126760224,-0.6695788794563127
40,1.6024266433209309,0,auto,06,0.mp4,mediapipe_tasks,0.2754574914936956,0.28048098684342043,0.277969239168558,0.005225658942923154,175.31487136498703,15.371630568626143,0.7865466582127618
45,1.8027299737360472,0,auto,06,0.mp4,mediapipe_tasks,0.2755131227714346,0.27309471409717007,0.27430391843430235,0.006656352212114434,177.20253607074338,12.210638020431984,0.6138012649763135
50,2.0030333041511637,0,auto,06,0.mp4,mediapipe_tasks,0.28301634906397677,0.2916534691725772,0.28733490911827697,0.007597271814686517,176.95775212488132,11.889695589310774,-0.04317421358283059
55,2.20333663456628,0,auto,06,0.mp4,mediapipe_tasks,0.28475485810818907,0.2795816824462857,0.28216827027723734,0.005484297839316235,176.42382184929357,13.476234731310651,-1.521892733188501
60,2.403639964981396,0,auto,06,0.mp4,mediapipe_tasks,0.28604176589354285,0.27266585426735407,0.27935381008044846,0.00572175672826203,175.24428849398038,18.426276493157083,-2.0256148558289686
65,2.6039432953965127,0,auto,06,0.mp4,mediapipe_tasks,0.2932999275470127,0.2782466117280212,0.2857732696375169,0.0043820400521843135,174.23826695638616,18.65011802417241,-2.3728024228725837
70,2.804246625811629,0,auto,06,0.mp4,mediapipe_tasks,0.2874928018560854,0.2799250995444991,0.28370895070029223,0.004175791487058326,175.66083147218077,18.50124374549349,-1.7016446468582014
75,3.0045499562267453,0,auto,06,0.mp4,mediapipe_tasks,0.2903558243660011,0.27737712459928376,0.28386647448264246,0.003420646424355997,177.0599872933331,19.333668353568715,-1.6346472570060373
80,3.2048532866418618,0,auto,06,0.mp4,mediapipe_tasks,0.28800372543708824,0.28355921157958824,0.28578146850833824,0.0042797648591371635,176.23560605069918,18.404222136370386,-1.5612165653919885
85,3.4051566170569783,0,auto,06,0.mp4,mediapipe_tasks,0.29440816265150055,0.28367709646843414,0.28904262955996735,0.004051869336875045,176.1510846520268,18.78978964581167,-1.443337302346123
90,3.6054599474720943,0,auto,06,0.mp4,mediapipe_tasks,0.284661034033298,0.28060579451916967,0.28263341427623384,0.004630788839365794,176.722476726669,18.728646310111206,-1.2019857021184608
